label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
Scissors,1487,1358,2253,1601,IMG_20231017_2317034.jpg,6144,3456
Scissors,2349,1293,1449,1029,IMG_20231017_2317042.jpg,6144,3456
Scissors,1777,1460,2340,1572,IMG_20231017_2318006.jpg,6144,3456
Scissors,1277,1554,2463,1652,IMG_20231017_2318022.jpg,6144,3456
Scissors,958,735,2355,1616,IMG_20231017_2318032.jpg,6144,3456
Scissors,1914,801,2174,2318,IMG_20231017_2318051.jpg,6144,3456
Scissors,2827,590,2514,2268,IMG_20231017_2320001.jpg,6144,3456
Scissors,2842,460,1833,2681,IMG_20231017_2320011.jpg,6144,3456
Scissors,2907,772,2021,2145,IMG_20231017_2320035.jpg,6144,3456
Scissors,2523,504,1384,1782,IMG_20231017_2321020.jpg,6144,3456
Scissors,2081,1061,1869,2000,IMG_20231017_2321029.jpg,6144,3456
Scissors,2871,743,1797,2029,IMG_20231017_2321038.jpg,6144,3456
Scissors,2668,1112,2362,1464,IMG_20231017_2321046.jpg,6144,3456
Scissors,2001,1199,2674,1507,IMG_20231017_2321055.jpg,6144,3456
Scissors,2153,1040,2290,1565,IMG_20231017_2322005.jpg,6144,3456
Scissors,1016,866,3644,2282,IMG_20231017_2322049.jpg,6144,3456
Scissors,1313,888,3847,2232,IMG_20231017_2322057.jpg,6144,3456
Scissors,2052,656,3398,2087,IMG_20231017_2323008.jpg,6144,3456
Scissors,2327,569,2927,2529,IMG_20231017_2323019.jpg,6144,3456
Scissors,1306,547,3731,2637,IMG_20231017_2323030.jpg,6144,3456
Scissors,2675,112,2420,2710,IMG_20231017_2323046.jpg,6144,3456
Scissors,2827,714,2405,1891,IMG_20231017_2324008.jpg,6144,3456
Scissors,2001,830,1978,1587,IMG_20231017_2325020.jpg,6144,3456
Scissors,1892,801,2971,2014,IMG_20231017_2325033.jpg,6144,3456
Scissors,2443,670,1753,2014,IMG_20231017_2326010.jpg,6144,3456
Scissors,1501,293,2463,2572,IMG_20231017_2326047.jpg,6144,3456
Scissors,929,1025,3499,2431,IMG_20231017_2327006.jpg,6144,3456
Scissors,1074,721,2963,2456,IMG_20231017_2327025.jpg,6144,3456
Scissors,2313,895,2065,1522,IMG_20231017_2330023.jpg,6144,3456
Scissors,3805,917,1072,1275,IMG_20231017_2331028.jpg,6144,3456
Scissors,2204,953,2261,1261,IMG_20231017_2333029.jpg,6144,3456
Scissors,1327,714,2398,2449,IMG_20231017_2333038.jpg,6144,3456
Scissors,1320,735,2427,2434,IMG_20231017_2333042.jpg,6144,3456
Scissors,1610,786,2695,2087,IMG_20231017_2333053.jpg,6144,3456
Scissors,1624,779,2674,2087,IMG_20231017_2333058.jpg,6144,3456
Scissors,1458,467,1826,2659,IMG_20231017_2334008.jpg,6144,3456
Scissors,2059,1185,1732,1493,IMG_20231017_2334035.jpg,6144,3456
Scissors,1863,699,1963,1637,IMG_20231017_2334038.jpg,6144,3456
Scissors,1740,793,2145,2384,IMG_20231017_2334054.jpg,6144,3456
Scissors,2240,974,1558,1246,IMG_20231017_2335026.jpg,6144,3456
